636,02-07-2011,2011-2012,2011-2012,AIE,RCPT,730166,11CCICBC101004,11CCICBC101004,No Information,General,School of Computing Science & Engineering,BCA,School of Computing Science,BCA 2011-2012 I Sem II,415,TUITION FEE,0,65000,0,0,0,0,0,0,0,
637,02-07-2011,2011-2012,2011-2012,AIE,RCPT,730166,11CCICBC101004,11CCICBC101004,No Information,General,School of Computing Science & Engineering,BCA,School of Computing Science,BCA 2011-2012 I Sem II,415,Security Fee,0,10000,0,0,0,0,0,0,0,
638,02-07-2011,2011-2012,2011-2012,AIE,RCPT,893206,11CETBT102040,11CETBT102040,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,432,TUITION FEE,0,118000,0,0,0,0,0,0,0,
639,02-07-2011,2011-2012,2011-2012,AIE,RCPT,893206,11CETBT102040,11CETBT102040,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,432,Security Fee,0,10000,0,0,0,0,0,0,0,
640,02-07-2011,2011-2012,2011-2012,AIE,RCPT,893205,11CETBT102040,11CETBT102040,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,433,TUITION FEE,0,10000,0,0,0,0,0,0,0,
641,02-07-2011,2011-2012,2011-2012,AIE,RCPT,893197,11CETBT102041,11CETBT102041,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,439,TUITION FEE,0,128000,0,0,0,0,0,0,0,
642,02-07-2011,2011-2012,2011-2012,AIE,RCPT,893197,11CETBT102041,11CETBT102041,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,439,Security Fee,0,10000,0,0,0,0,0,0,0,
643,02-07-2011,2011-2012,2011-2012,AIE,RCPT,896225,11CETBT101075,11CETBT101075,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,423,TUITION FEE,0,128000,0,0,0,0,0,0,0,
644,02-07-2011,2011-2012,2011-2012,AIE,RCPT,896225,11CETBT101075,11CETBT101075,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,423,Security Fee,0,10000,0,0,0,0,0,0,0,
645,02-07-2011,2011-2012,2011-2012,AIE,RCPT,889118,11Cetbt105049,11Cetbt105049,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3020,TUITION FEE,0,118000,0,0,0,0,0,0,0,
646,02-07-2011,2011-2012,2011-2012,AIE,RCPT,889118,11Cetbt105049,11Cetbt105049,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,3020,Security Fee,0,10000,0,0,0,0,0,0,0,
647,02-07-2011,2011-2012,2011-2012,AIE,RCPT,885536,11COMMBA101045,11COMMBA101045,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,410,TUITION FEE,0,63000,0,0,0,0,0,0,0,
648,02-07-2011,2011-2012,2011-2012,AIE,RCPT,885536,11COMMBA101045,11COMMBA101045,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,410,Security Fee,0,10000,0,0,0,0,0,0,0,
649,02-07-2011,2011-2012,2011-2012,AIE,RCPT,885553,11COMMBA101042,11COMMBA101042,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,3089,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
650,02-07-2011,2011-2012,2011-2012,AIE,RCPT,896248,11CETBT101073,11CETBT101073,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,408,TUITION FEE,0,118000,0,0,0,0,0,0,0,
651,02-07-2011,2011-2012,2011-2012,AIE,RCPT,896248,11CETBT101073,11CETBT101073,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,408,Security Fee,0,10000,0,0,0,0,0,0,0,
652,02-07-2011,2011-2012,2011-2012,AIE,RCPT,896247,11CETBT101073,11CETBT101073,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,409,TUITION FEE,0,10000,0,0,0,0,0,0,0,
653,02-07-2011,2011-2012,2011-2012,AIE,RCPT,896234,11CETBT101074,11CETBT101074,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,421,TUITION FEE,0,128000,0,0,0,0,0,0,0,
654,02-07-2011,2011-2012,2011-2012,AIE,RCPT,896234,11CETBT101074,11CETBT101074,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,421,Security Fee,0,10000,0,0,0,0,0,0,0,
655,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889095,11CETBT105052,11CETBT105052,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,454,TUITION FEE,0,128000,0,0,0,0,0,0,0,
656,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889095,11CETBT105052,11CETBT105052,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,454,Security Fee,0,10000,0,0,0,0,0,0,0,
657,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889110,11CETBT105050,11CETBT105050,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,446,TUITION FEE,0,128000,0,0,0,0,0,0,0,
658,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889110,11CETBT105050,11CETBT105050,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,446,Security Fee,0,10000,0,0,0,0,0,0,0,
659,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889104,11CETBT105051,11CETBT105051,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,453,TUITION FEE,0,128000,0,0,0,0,0,0,0,
660,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889104,11CETBT105051,11CETBT105051,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,453,Security Fee,0,10000,0,0,0,0,0,0,0,
661,04-07-2011,2011-2012,2011-2012,AIE,RCPT,885527,11COMMBA101046,11COMMBA101046,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,452,TUITION FEE,0,5000,0,0,0,0,0,0,0,
662,04-07-2011,2011-2012,2011-2012,AIE,RCPT,885505,11COMMBA101050,11COMMBA101050,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,480,TUITION FEE,0,10000,0,0,0,0,0,0,0,
663,04-07-2011,2011-2012,2011-2012,AIE,REVJV,1002835,11CETBT101081,11CETBT101081,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2862,Ajustable_Excess_Amount,0,0,0,0,0,0,-5100,0,0,TUITION FEE
664,04-07-2011,2011-2012,2011-2012,AIE,RCPT,885506,11COMMBA101050,11COMMBA101050,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,479,TUITION FEE,0,118000,0,0,0,0,0,0,0,
665,04-07-2011,2011-2012,2011-2012,AIE,RCPT,885506,11COMMBA101050,11COMMBA101050,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,479,Security Fee,0,10000,0,0,0,0,0,0,0,
666,04-07-2011,2011-2012,2011-2012,AIE,RCPT,885508,11COMMBA101049,11COMMBA101049,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,477,TUITION FEE,0,49000,0,0,0,0,0,0,0,
667,04-07-2011,2011-2012,2011-2012,AIE,RCPT,885509,11COMMBA101049,11COMMBA101049,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,476,TUITION FEE,0,39000,0,0,0,0,0,0,0,
668,04-07-2011,2011-2012,2011-2012,AIE,RCPT,885509,11COMMBA101049,11COMMBA101049,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,476,Security Fee,0,10000,0,0,0,0,0,0,0,
669,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889081,11CETBT105053,11CETBT105053,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,460,TUITION FEE,0,32000,0,0,0,0,0,0,0,
670,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889081,11CETBT105053,11CETBT105053,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,460,Security Fee,0,10000,0,0,0,0,0,0,0,
671,04-07-2011,2011-2012,2011-2012,AIE,RCPT,885520,11COMMBA101047,11COMMBA101047,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,457,TUITION FEE,0,128000,0,0,0,0,0,0,0,
672,04-07-2011,2011-2012,2011-2012,AIE,RCPT,885520,11COMMBA101047,11COMMBA101047,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,457,Security Fee,0,10000,0,0,0,0,0,0,0,
673,04-07-2011,2011-2012,2011-2012,AIE,RCPT,885515,11COMMBA101048,11COMMBA101048,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,470,TUITION FEE,0,128000,0,0,0,0,0,0,0,
674,04-07-2011,2011-2012,2011-2012,AIE,RCPT,885515,11COMMBA101048,11COMMBA101048,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,470,Security Fee,0,10000,0,0,0,0,0,0,0,
675,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896217,11CETBT101076,11CETBT101076,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,449,Security Fee,0,10000,0,0,0,0,0,0,0,
676,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889056,11CETBT105057,11CETBT105057,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,484,TUITION FEE,0,128000,0,0,0,0,0,0,0,
677,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889056,11CETBT105057,11CETBT105057,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,484,Security Fee,0,10000,0,0,0,0,0,0,0,
678,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896196,11CETBT101077,11CETBT101077,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2859,TUITION FEE,0,128000,0,0,0,0,0,0,0,
679,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896196,11CETBT101077,11CETBT101077,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2859,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
680,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896196,11CETBT101077,11CETBT101077,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2859,Security Fee,0,10000,0,0,0,0,0,0,0,
681,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896216,11CETBT101076,11CETBT101076,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,450,TUITION FEE,0,128000,0,0,0,0,0,0,0,
682,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896187,11CETBT101078,11CETBT101078,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,465,TUITION FEE,0,128000,0,0,0,0,0,0,0,
683,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896187,11CETBT101078,11CETBT101078,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,465,Security Fee,0,10000,0,0,0,0,0,0,0,
684,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896176,11CETBT101079,11CETBT101079,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,471,TUITION FEE,0,128000,0,0,0,0,0,0,0,
685,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896176,11CETBT101079,11CETBT101079,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,471,Security Fee,0,10000,0,0,0,0,0,0,0,
686,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896173,11CETBT101081,11CETBT101081,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2861,Ajustable_Excess_Amount,0,5100,0,0,0,0,0,0,0,
687,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893120,11CETBT102046,11CETBT102046,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2915,TUITION FEE,0,128000,0,0,0,0,0,0,0,
688,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893120,11CETBT102046,11CETBT102046,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2915,Security Fee,0,10000,0,0,0,0,0,0,0,
689,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893122,11CETBT102046,11CETBT102046,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2916,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
690,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893168,11CETBT102043,11CETBT102043,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,445,TUITION FEE,0,49000,0,0,0,0,0,0,0,
691,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893149,11CETBT102044,11CETBT102044,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,455,TUITION FEE,0,128000,0,0,0,0,0,0,0,
692,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893149,11CETBT102044,11CETBT102044,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,455,Security Fee,0,10000,0,0,0,0,0,0,0,
693,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893169,11CETBT102043,11CETBT102043,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,444,TUITION FEE,0,40000,0,0,0,0,0,0,0,
694,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893170,11CETBT102043,11CETBT102043,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,443,TUITION FEE,0,39000,0,0,0,0,0,0,0,
695,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893170,11CETBT102043,11CETBT102043,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,443,Security Fee,0,10000,0,0,0,0,0,0,0,
696,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893172,11CETBT102042,11CETBT102042,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,442,TUITION FEE,0,128000,0,0,0,0,0,0,0,
697,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893172,11CETBT102042,11CETBT102042,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,442,Security Fee,0,10000,0,0,0,0,0,0,0,
698,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889080,11CETBT105053,11CETBT105053,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,461,TUITION FEE,0,48000,0,0,0,0,0,0,0,
699,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896172,11CETBT101081,11CETBT101081,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2862,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
700,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889065,11CETBT105056,11CETBT105056,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,468,TUITION FEE,0,128000,0,0,0,0,0,0,0,
701,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889065,11CETBT105056,11CETBT105056,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,468,Security Fee,0,10000,0,0,0,0,0,0,0,
702,04-07-2011,2011-2012,2011-2012,AIE,RCPT,885507,11COMMBA101049,11COMMBA101049,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,478,TUITION FEE,0,40000,0,0,0,0,0,0,0,
703,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889066,11CETBT105055,11CETBT105055,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,467,TUITION FEE,0,128000,0,0,0,0,0,0,0,
704,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889066,11CETBT105055,11CETBT105055,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 I Sem II,467,Security Fee,0,10000,0,0,0,0,0,0,0,
705,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889071,11CETBT105054,11CETBT105054,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,464,TUITION FEE,0,49000,0,0,0,0,0,0,0,
706,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889079,11CETBT105053,11CETBT105053,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,462,TUITION FEE,0,48000,0,0,0,0,0,0,0,
707,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889072,11CETBT105054,11CETBT105054,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,463,TUITION FEE,0,79000,0,0,0,0,0,0,0,
708,04-07-2011,2011-2012,2011-2012,AIE,RCPT,889072,11CETBT105054,11CETBT105054,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,463,Security Fee,0,10000,0,0,0,0,0,0,0,
709,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893134,11CETBT102045,11CETBT102045,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,475,TUITION FEE,0,128000,0,0,0,0,0,0,0,
710,04-07-2011,2011-2012,2011-2012,AIE,RCPT,893134,11CETBT102045,11CETBT102045,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,475,Security Fee,0,10000,0,0,0,0,0,0,0,
711,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896170,11CETBT101081,11CETBT101081,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2860,TUITION FEE,0,128000,0,0,0,0,0,0,0,
712,04-07-2011,2011-2012,2011-2012,AIE,RCPT,896170,11CETBT101081,11CETBT101081,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2860,Security Fee,0,10000,0,0,0,0,0,0,0,
713,04-07-2011,2011-2012,2011-2012,AIE,RCPT,891021,11CETBT103011,11CETBT103011,No Information,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B Tech Civil Engineering 2016-17 II Sem IV,474,TUITION FEE,0,128000,0,0,0,0,0,0,0,
714,04-07-2011,2011-2012,2011-2012,AIE,RCPT,891021,11CETBT103011,11CETBT103011,No Information,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B Tech Civil Engineering 2016-17 II Sem IV,474,Security Fee,0,10000,0,0,0,0,0,0,0,
715,04-07-2011,2011-2012,2011-2012,AIE,RCPT,891024,11CETBT103010,11CETBT103010,No Information,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,459,TUITION FEE,0,128000,0,0,0,0,0,0,0,
716,04-07-2011,2011-2012,2011-2012,AIE,RCPT,891024,11CETBT103010,11CETBT103010,No Information,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,459,Security Fee,0,10000,0,0,0,0,0,0,0,
717,05-07-2011,2011-2012,2011-2012,AIE,RCPT,893086,11CETBT102050,11CETBT102050,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2919,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
